2083,"Comedy, Demons, Fantasy, Shoujo, Supernatural"
442,"Drama, Historical, Seinen, Thriller"
107,"Drama, Fantasy, Psychological, Thriller"
1102,"Action, Mecha, Sci-Fi, Space, Super Power"
190,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
8,"Drama, Slice of Life, Supernatural"
10,"Comedy, School, Shounen, Sports"
86,"Sci-Fi, Thriller"
218,"Drama, Romance, Shoujo, Supernatural"
11,"Ecchi, School, Shounen"
2141,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
89,"Action, Adventure, Drama, Shounen, Supernatural"
983,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
111,"Action, Horror, Military, Seinen, Supernatural, Vampire"
564,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen"
444,"Drama, Historical, Josei"
1567,"Comedy, Sci-Fi, Seinen, Slice of Life, Space"
239,"Adventure, Supernatural"
312,"Drama, Historical"
247,"Comedy, School, Shounen, Sports"
953,"Comedy, Drama, Romance, Sports"
253,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen"
1020,"Action, Mystery, Romance, Supernatural, Thriller"
901,"Action, Historical, Military, Seinen"
863,"Comedy, Drama, School, Shounen, Sports"
276,"Josei, Slice of Life"
1552,"Military, School"
122,"Action, Comedy, Slice of Life, Supernatural"
21,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life"
46,"Action, Comedy, Historical, Mystery, Seinen, Supernatural"
309,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
7,"Action, Drama, Fantasy, Shounen, Super Power"
655,"Comedy, Drama, Romance, Shounen"
1114,"Comedy, Drama, Romance, School, Sports"
948,"Romance, School, Shounen Ai, Slice of Life"
596,"Action, Mecha, Sci-Fi"
138,"Drama, Horror, Mystery, Sci-Fi, Supernatural"
1045,"Action, Drama, Military, Sci-Fi, Space"
788,"Drama, Game, Josei, Slice of Life, Sports"
137,"Action, Fantasy, Supernatural"
459,"Action, Adventure, Shounen, Supernatural, Vampire"
141,"Drama, Magic, Psychological, Thriller"
389,"Comedy, School, Slice of Life"
115,"Action, Police, Psychological, Sci-Fi"
360,"Comedy, Slice of Life"
455,"Comedy, School, Shounen, Sports"
1,"Action, Adventure, Fantasy, Magic, Shounen"
1021,"Drama, Magic, Psychological, Thriller"
952,"Comedy, Drama, Sports"
290,"Action, Adventure, Comedy, Historical, Samurai, Shounen"
838,"Ecchi, School, Shounen"
156,"Action, Adventure, Historical, Martial Arts, Romance"
978,"Drama, Magic, Psychological, Thriller"
954,"Comedy, Drama, Sports"
523,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural"
591,"Comedy, Drama"
2329,"Drama, Sports"
484,"Action, Adventure, Shounen, Super Power"
242,"Action, Adventure, Shounen, Supernatural"
194,"Drama, Josei, Music, Romance, School"
211,"Adventure, Comedy, Supernatural"
254,"Action, Mecha, Military, Police, Sci-Fi, Seinen"
191,"Adventure, Fantasy"
120,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural"
1443,"Adventure, Drama, Historical, Slice of Life"
61,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen"
306,"Action, Adventure, Slice of Life"
9,"Comedy, School, Shounen, Sports"
612,"Comedy, Drama, Josei, Music, Romance, Slice of Life"
334,"Adventure, Fantasy, Historical, Romance"
578,"Action, Fantasy, Shoujo, Supernatural"
94,"Sci-Fi, Thriller"
567,"Action, Fantasy, Magic, Shounen, Supernatural"
1793,"Drama, Fantasy"
773,"Mystery, Supernatural, Vampire"
17,"Dementia, Drama, Mecha, Psychological, Sci-Fi"
157,"Comedy, Romance, School, Slice of Life"
304,"Adventure, Drama, Romance, Sci-Fi"
937,"Action, Adventure, Drama, Fantasy, Romance, Shounen"
764,"Comedy, Mystery, Supernatural"
51,"Action, Adventure, Comedy, Historical, Romance, Samurai"
110,"Action, Adventure, Historical, Samurai"
714,"Adventure, Mystery, Police, Shounen"
574,"Action, Fantasy, Magic, Shounen, Supernatural"
949,"Comedy, Drama, Shounen, Sports"
172,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural"
225,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
458,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
18,"Mystery, Psychological, Supernatural, Thriller"
482,"Action, Adventure, Shounen, Super Power"
525,"Action, Adventure, Shounen, Super Power"
376,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural"
1275,"Comedy, Drama, Shounen, Sports"
956,"Psychological, Seinen, Sports"
257,"Comedy, Drama, Music, Shounen, Slice of Life"
256,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
83,"Action, Drama, Mystery, Sci-Fi, Space"
955,"Drama, Shounen, Sports"
397,"Action, Drama, Mecha, Military, Sci-Fi, Space"
453,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
322,"Comedy, Drama, Psychological, Romance"
1336,"Adventure, Drama, Historical, Romance, Shoujo"
103,"Comedy, Drama, Romance, School, Slice of Life"
131,"Action, Comedy, Drama, School, Supernatural"
314,"Mystery, Romance, Supernatural, Vampire"
1120,"Comedy, Shounen, Sports"
769,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
35,"Comedy, Harem, Romance, School, Shoujo"
737,"Action, Mystery, Police, Shounen"
281,"Action, Mystery, Supernatural"
1715,"Comedy, Josei, Music, Romance"
931,"Drama, Romance, Sci-Fi, Seinen, Space"
203,"Music, Sci-Fi"
201,"Adventure, Fantasy, Romance, Sci-Fi"
1034,"Action, Comedy, Historical, Parody, Sci-Fi"
1515,"Drama, Josei, Romance"
251,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural"
984,"Fantasy, Historical"
474,"Action, Comedy, Shounen, Super Power"
384,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural"
531,"Adventure, Fantasy, Historical, Romance"
802,"Action, Comedy, School, Shounen, Super Power"
441,"Comedy, School, Shounen, Slice of Life"
129,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
1272,"Comedy, Drama, Sports"
401,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
358,"Comedy, School, Shounen"
182,"Comedy, Romance, Shounen"
183,"Comedy, School, Shounen, Slice of Life"
297,"Drama, Psychological, Romance, Slice of Life"
740,"Fantasy, Slice of Life, Supernatural"
950,"Comedy, Drama, Shounen, Sports"
497,"Drama, Mystery, Psychological"
1253,"Comedy, Romance, Slice of Life"
261,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen"
105,"Comedy, Music, Slice of Life"
1382,"Action, School, Shounen, Sports"
1076,"Action, Comedy, Drama, Magic, Super Power"
260,"Action, Adventure, Drama, Fantasy, Historical, Romance"
1195,"Sci-Fi, Thriller"
934,"Comedy, Drama, Mystery, Psychological, Supernatural"
599,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
292,"Drama, Game, Mystery, Psychological, Thriller"
136,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen"
959,"Game, Psychological, Seinen, Thriller"
479,"Action, Adventure, Shounen, Super Power"
601,"Action, Cars, Sci-Fi, Sports"
787,"Drama, Game, Josei, Slice of Life, Sports"
2592,"Action, Mystery, Police, Shounen"
5,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
751,"Action, Fantasy, Magic, Shounen, Supernatural"
763,"Drama, Romance, School"
265,"Adventure, Drama, Fantasy, Romance, Slice of Life"
1085,"Drama, Fantasy, Romance"
42,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi"
2635,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
263,"Comedy, Drama"
767,"Action, Comedy, Sci-Fi"
1017,"Mystery, Supernatural"
1033,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
909,"Drama, Magic, Psychological, Thriller"
631,"Comedy, Drama, Romance, Shounen Ai"
513,"Comedy, Drama, Romance, School"
732,"Comedy, Romance, School"
1960,"Fantasy, Sci-Fi, Shounen, Slice of Life"
268,"Action, Seinen"
147,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
789,"Comedy, Harem, Romance, Shounen, Supernatural"
267,"Comedy, Sci-Fi"
1245,"Action, Comedy, Historical, Mystery, Seinen, Supernatural"
2301,"Action, Mystery, Police, Shounen"
1217,"Game, Psychological, Seinen, Thriller"
1765,"Cars, Seinen, Sports"
2252,"Adventure, Mystery, Romance, Sci-Fi"
1213,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
1366,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
1218,"Comedy, Shounen, Sports"
1011,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural"
212,"Comedy, Drama, Romance, Shoujo"
1300,"Comedy, Drama, Shounen, Sports"
594,"Drama, Mystery, Sci-Fi, Supernatural, Thriller"
241,"Adventure, Comedy, Drama, Fantasy, Magic, Romance"
1716,"Comedy, Josei, Music, Romance, Slice of Life"
1256,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
1292,"Comedy, Parody"
1108,"Comedy, Sci-Fi, Space"
796,Drama
97,"Comedy, Music"
524,"Sci-Fi, Slice of Life"
2136,"Sci-Fi, Slice of Life"
232,"Comedy, Romance, School, Shoujo"
1364,"Adventure, Sci-Fi, Shounen"
43,"Psychological, Thriller"
173,"Action, Mystery, Sci-Fi, Super Power"
697,"Adventure, Comedy, Mystery, Police, Shounen"
456,"Comedy, School, Shounen, Sports"
355,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
112,"Action, Adventure, Drama, Shounen, Supernatural"
1599,"Comedy, Drama, Romance, Slice of Life"
1531,"Comedy, School, Seinen, Slice of Life"
463,"Action, Comedy, Martial Arts, School, Shounen"
3043,"Adventure, Drama, Mecha, Sci-Fi, Shounen"
493,"Comedy, Romance, School"
2220,"Action, Cars, Drama, Seinen, Sports"
414,"Comedy, Drama, Romance, Shounen Ai"
293,"Drama, Historical, Romance"
1231,"Action, Historical, Military, Seinen"
214,"Comedy, Josei, Slice of Life"
3,"Action, Adventure, Fantasy, Magic, Shounen"
575,"Action, Drama, Mecha, Military, Sci-Fi, Space"
832,"Romance, School, Slice of Life"
403,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
1009,"Action, Adventure, Fantasy, Historical"
283,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo"
733,"Adventure, Comedy, Mystery, Police, Shounen"
175,"Action, Mystery, Supernatural"
1458,"Comedy, School, Slice of Life"
3353,"Drama, Shoujo"
379,"Drama, Historical, Mystery, Romance"
1115,"Comedy, Drama, Shounen, Sports"
1806,"Action, Cars, Drama, Seinen, Sports"
38,"Action, Comedy, School, Super Power"
388,"Comedy, Romance, Shoujo"
40,"Dementia, Drama, Horror, Psychological"
2295,"Comedy, Fantasy, Magic, Romance"
540,"Sci-Fi, Seinen"
1244,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural"
2328,"Drama, Sports"
135,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
1197,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen"
1754,"Action, Adventure, Fantasy, Magic, Shounen"
1330,"Drama, Fantasy, Psychological, Shoujo"
1202,"Action, Comedy, Mecha"
715,"Adventure, Comedy, Mystery, Police, Shounen"
593,"Action, Mecha, Sci-Fi"
528,"Action, Comedy, School"
2640,"Action, Drama, Military, Sci-Fi, Space"
1210,"Action, Drama, Mystery, Supernatural, Thriller"
571,"Action, Drama, Mecha, Military, Sci-Fi, Space"
323,"Comedy, Mystery, Supernatural"
695,"Comedy, Mystery, Supernatural"
1010,"Action, Comedy, School, Shounen"
4389,"Fantasy, Sci-Fi, Shounen, Slice of Life"
1453,"Romance, School, Shounen, Sports"
861,"Action, Adventure, Comedy, Shounen"
1622,"Action, Military, Sci-Fi, Space"
2148,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
1967,"Adventure, Comedy, Shounen"
1007,"Comedy, Sports"
1023,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
1375,"Comedy, Drama, Romance, Shounen Ai"
277,"Drama, Slice of Life, Supernatural"
1006,"Adventure, Comedy, Drama, Mystery, Sci-Fi"
151,"Adventure, Drama, Mecha, Romance, Sci-Fi"
2504,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen"
1032,"Action, Comedy, Parody, Samurai"
1092,"Comedy, School, Slice of Life"
1177,"Comedy, Game, Shounen, Supernatural"
189,"Romance, School, Shoujo, Slice of Life"
311,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
835,Drama
1367,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo"
264,"Drama, Mystery, Romance, Supernatural"
144,"Comedy, School, Shounen, Slice of Life"
843,"Comedy, Drama, Josei, Romance"
1922,"Comedy, Drama, Romance, Shoujo"
1141,"Music, School, Slice of Life"
946,"Comedy, Drama, Romance, Shounen Ai"
794,"Comedy, Romance, Slice of Life"
275,"Action, Seinen"
727,"Action, Mystery, Police, Shounen"
368,"Action, Fantasy, Super Power"
149,"Horror, Mystery, Psychological, Supernatural, Thriller"
310,"Mystery, School, Slice of Life"
340,"Adventure, Drama, Music, Sci-Fi"
784,"Drama, Romance, Slice of Life, Supernatural"
197,"Romance, School, Shoujo, Slice of Life"
224,"Action, Adventure, Shounen, Supernatural"
2801,"Action, Fantasy, Seinen, Supernatural"
1947,"Comedy, Drama, Mystery, Psychological, Supernatural"
638,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen"
2922,"Comedy, Shounen, Slice of Life"
760,"Adventure, Comedy, Mystery, Police, Shounen"
748,"Adventure, Comedy, Mystery, Police, Shounen"
52,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
3490,"Comedy, Drama, Slice of Life, Supernatural"
1395,"Comedy, Drama, Romance, Shounen Ai"
933,"Action, Adventure, Fantasy, Magic, Supernatural"
1274,"Action, Shounen, Sports"
1434,"Adventure, Drama, Sci-Fi"
1247,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
842,"Action, Drama, Seinen, Thriller"
1073,"Comedy, Romance, Slice of Life"
114,"Action, Sci-Fi, Super Power"
3627,"Drama, Romance, School, Shounen, Slice of Life, Sports"
186,"Comedy, Drama, Shounen, Sports"
545,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural"
271,"Action, Seinen"
576,"Action, Mystery, Supernatural"
2802,"Action, Comedy, Historical, Parody, Samurai, Shounen"
1459,"School, Slice of Life, Sports"
3259,"Comedy, Shounen"
852,"Action, Demons, Shounen, Supernatural"
45,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller"
2588,"Comedy, School, Shounen, Sports"
1000,"Comedy, Romance, School, Shounen"
406,"Comedy, Drama, Romance, Shounen Ai"
1005,"Drama, Fantasy, Romance, Shoujo"
731,"Drama, Romance, School, Slice of Life"
1937,"Action, Adventure, Drama, Shounen"
2217,"Action, Cars, Drama, Seinen, Sports"
195,"Comedy, Music, School, Slice of Life"
316,"Action, Adventure, Fantasy, Game, Magic, Shounen"
383,"Comedy, Romance, Shounen Ai"
2597,"Adventure, Comedy, Demons, Fantasy, Magic"
2700,"Fantasy, Sci-Fi, Shounen, Slice of Life"
677,"Adventure, Comedy, Mystery, Police, Shounen"
617,"Action, Adventure, Comedy, Drama"
1035,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen"
1421,"Adventure, Comedy, Romance, Shounen"
192,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural"
1237,"Drama, Mystery, Seinen, Supernatural"
3254,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi"
5362,"Action, Adventure, Fantasy, Kids"
2308,"Comedy, Demons, Shounen, Supernatural"
178,"Adventure, Drama, Psychological, Sci-Fi, Supernatural"
829,"Action, Sci-Fi, Seinen"
2106,"Action, Comedy, Mystery, Shounen"
971,"Action, Mystery, Supernatural"
472,"Drama, Mystery, Romance"
515,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen"
2503,"Action, Mecha, Sci-Fi"
1254,"Adventure, Romance, Sci-Fi, Shounen, Space"
1630,"Action, Cars, Drama, Seinen, Sports"
547,"Comedy, Harem, Romance, Shounen, Supernatural"
1726,"Action, Adventure, Shounen"
1498,"Comedy, Kids, Sci-Fi, Shounen"
1358,"Action, Comedy, Mystery, Super Power"
133,"Comedy, Drama, Romance, School"
654,"Adventure, Drama, Fantasy, Magic, Military, Shounen"
336,"Comedy, Mystery, Supernatural"
560,"Comedy, Drama, Romance, School, Shounen, Slice of Life"
1004,"Comedy, Sports"
446,"Comedy, Romance, Shoujo"
2126,"Comedy, Drama, Slice of Life"
1612,"Action, Adventure, Psychological, Supernatural"
641,"Comedy, Romance"
1404,"Comedy, Drama, Mystery, Psychological, Supernatural"
91,"Drama, Romance, Slice of Life"
1890,"Action, Horror, Mystery, Psychological"
2829,"Drama, Military, Sci-Fi, Space"
6436,"Historical, Samurai, Seinen"
369,Fantasy
2197,"Action, Comedy, Drama, Magic, Super Power"
462,"Drama, Historical, Romance, Samurai, Shounen"
498,"Comedy, School, Slice of Life"
597,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
1031,"Action, Mystery, Sci-Fi, Super Power"
2828,"Action, Historical, Military, Sci-Fi, Space"
2719,"Game, Shounen"
965,"Drama, Historical, Romance, Sci-Fi, Shounen Ai"
608,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School"
1380,"Comedy, Drama, Romance, Shounen Ai"
1015,"Comedy, Drama, Fantasy"
1964,"Comedy, Drama, Psychological, Seinen"
3032,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
870,"Adventure, Comedy, Fantasy, Shounen"
2587,"Action, Comedy, Shounen, Sports"
2223,"Action, Comedy, Sports"
614,"Action, Comedy, Shounen, Sports"
1954,"Comedy, Drama, Music, Romance, Shoujo, Supernatural"
738,"Drama, Harem, Psychological, Romance"
1455,"Horror, Mystery, Psychological, Supernatural"
411,"Comedy, Drama, Romance, Shounen Ai"
864,"Comedy, Drama, Mystery, Psychological"
1398,"Comedy, School, Shounen"
176,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural"
1053,"Action, Comedy, Sci-Fi"
313,"Drama, Fantasy, Mystery, Psychological, Slice of Life"
1376,"Comedy, School, Shounen, Sports"
2689,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
20,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller"
3521,"Action, Adventure, Drama, Fantasy, Shoujo"
3962,"Comedy, Parody, Seinen, Super Power"
2909,"Action, Drama, Military, Sci-Fi, Space"
27,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural"
443,"Josei, Slice of Life"
1773,"Kids, School, Shoujo"
386,"Comedy, School, Slice of Life"
544,"Drama, Slice of Life, Supernatural"
2038,"Adventure, Comedy, Mystery, Police, Shounen"
1843,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen"
255,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi"
973,"Action, Mecha, Military"
238,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural"
1137,"Music, School, Slice of Life"
1731,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
1924,"Action, Adventure, Fantasy, Magic, Shounen"
329,"Comedy, Romance, Supernatural"
385,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
1001,"Comedy, Romance, School, Shounen"
150,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life"
3358,"Drama, Historical"
958,"Adventure, Comedy, Ecchi"
645,Drama
626,"Comedy, Drama, Fantasy, Shoujo"
1067,"Action, Mystery, Supernatural, Thriller"
2039,"Action, Comedy, Mystery, Shounen"
538,"Comedy, School, Seinen, Slice of Life"
530,"Comedy, Shounen"
776,"Action, Comedy, Demons, School, Shounen, Supernatural"
185,"Drama, Game, Mystery, Psychological, Thriller"
339,"Action, Comedy, Supernatural"
167,"Action, Adventure, Seinen"
1799,"Action, Comedy, Drama, Magic, Super Power"
781,"Action, Adventure, Fantasy, Game, Magic, Supernatural"
1227,"Action, Comedy, School, Shounen, Sports"
2271,"Adventure, Drama, Historical, Mystery"
1943,"Comedy, Drama, Mystery, Psychological, Supernatural"
1557,"Comedy, School, Shoujo Ai, Slice of Life"
905,"Action, Comedy, Martial Arts, Shounen, Super Power"
1542,"Historical, Romance, School, Shoujo"
3408,"Drama, Historical, Romance, Seinen, Slice of Life"
328,"Mystery, Psychological, Sci-Fi"
921,"Comedy, Drama, Seinen, Slice of Life"
321,"Comedy, Demons, Fantasy, Romance, Shounen"
506,"Drama, Music, School"
303,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller"
2257,"Adventure, Drama, Historical, Slice of Life"
691,"Adventure, Comedy, Fantasy, Supernatural"
370,"Action, Adventure, Comedy, Drama, Historical, Military, Romance"
1757,"Drama, Mecha, Military, Sci-Fi, Space"
585,"Comedy, Ecchi, Romance, School, Seinen"
1328,"Adventure, Fantasy, Sci-Fi, Shounen"
521,"Comedy, Parody, School"
1606,"Comedy, Parody, Romance, School"
516,"Comedy, Parody, School"
2496,"Comedy, Drama, Shoujo"
420,"Drama, Romance, School"
4196,"Action, Drama, Historical, Josei, Samurai, Supernatural"
1200,"Action, Mystery, Romance, Supernatural, Thriller"
2336,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
2040,"Adventure, Comedy, Romance, Shounen"
92,"Comedy, School, Shounen"
2615,"Action, Comedy, Martial Arts, School, Shounen"
1215,"Game, Psychological, Seinen, Thriller"
2043,"Comedy, Parody, Supernatural"
964,"Action, Demons, Shounen, Super Power"
161,"Romance, Slice of Life"
620,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
1538,"Comedy, Slice of Life"
3102,"Comedy, School, Slice of Life"
327,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
3402,"Action, Adventure, Drama, Fantasy, Shoujo"
1264,"Comedy, Josei, Slice of Life"
4129,"Action, Comedy, Mystery, Super Power"
518,"Comedy, Parody, School"
2104,"Action, Comedy, Mystery, Shounen"
750,"Adventure, Comedy, Mystery, Police, Shounen"
210,"Comedy, Romance, School"
2805,"Action, Mecha, Sci-Fi, Shounen, Super Power"
2716,"Comedy, Historical, Parody"
2893,"Comedy, Drama, Shoujo"
1950,"Comedy, Demons, Fantasy, Shoujo, Supernatural"
209,"Adventure, Comedy, Fantasy, Magic, School"
3449,"Drama, School, Shoujo Ai, Slice of Life"
1738,"Action, Drama, Mecha, Military, Sci-Fi, Space"
992,Music
1379,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
243,"Action, Fantasy, Mecha, Military, Shounen"
1074,"Comedy, Drama, Slice of Life"
2885,"Comedy, School, Slice of Life"
1914,"Action, Drama, Martial Arts, Sci-Fi, Shounen"
3906,"Drama, Historical, Shoujo, Slice of Life"
93,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural"
765,"Mystery, Supernatural, Thriller, Vampire"
4659,"Drama, Historical"
607,"Comedy, Romance, School, Super Power"
734,"Adventure, Comedy, Mystery, Police, Shounen"
711,"Adventure, Comedy, Mystery, Police, Shounen"
347,"Action, Mecha, Sci-Fi"
286,"Comedy, Historical, Parody"
1958,"Action, Cars, Drama, Seinen, Sports"
4286,"Comedy, Sports"
295,"Adventure, Drama, Fantasy"
1990,"Action, Adventure, Comedy, Sci-Fi, Space"
1221,"Drama, Music, Romance, Slice of Life"
346,"Comedy, Slice of Life"
1019,"Action, Adventure, Fantasy, Military"
1219,"Action, Adventure, Fantasy, Military"
857,"Comedy, Horror, Mystery, Shoujo, Supernatural"
587,"Action, Drama, Sci-Fi, Seinen, Super Power"
3241,"Comedy, School, Slice of Life"
1381,"Comedy, Sports"
1603,"Adventure, Comedy, Fantasy, Romance, Shoujo"
1965,"Action, Adventure, Comedy, Shounen"
4052,"Adventure, Drama, Fantasy, Kids"
3879,"School, Shoujo, Shoujo Ai, Slice of Life"
2028,"Comedy, Military, Parody, Sci-Fi, Space"
338,"Fantasy, Historical, Romance"
989,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power"
527,"Comedy, Seinen, Slice of Life"
3001,"Action, Military, Romance, Sci-Fi, Space"
2062,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space"
2811,"Action, Comedy, Military, Romance"
320,"Comedy, Drama, Fantasy, Slice of Life"
1271,"Romance, School, Shounen, Sports"
1234,"Action, Mecha, Military, Shounen"
1718,"Action, Mecha, Military, Super Power"
1753,"Comedy, Parody, School"
174,"Action, Adventure, Seinen"
3698,"Mystery, Shounen"
451,"Action, Drama, Mecha, Sci-Fi, Space"
3780,"Action, Mecha, Shounen, Super Power"
