1052,Action|Adventure|Comedy|Crime
737,Drama
3345,Adventure|Drama|War
2095,Comedy|Drama
1948,Comedy|War
942,Adventure|Children
2132,Crime|Drama|Mystery
3192,Action|Adventure|Mystery|Sci-Fi
218,Drama|Thriller|War
957,Documentary
924,Action|Romance|Thriller
1564,Crime|Film-Noir|Mystery|Thriller
405,Action|Crime|Thriller
3449,Comedy|Crime|Drama
7487,Drama
761,Action|Drama|Romance
3141,Adventure|Children|Drama
2268,Action|Adventure|Crime|Thriller
2460,Comedy|Drama
2690,Action|Sci-Fi|Thriller
1601,Action|Crime|Sci-Fi
4581,Comedy
991,Drama
1505,Comedy
1562,Horror
4118,Comedy|Drama
4133,Drama|Romance
1393,Comedy
4582,Action|Children
4077,Drama|Romance
1407,Comedy|Horror|Thriller
3644,Drama
4,Action|Crime|Thriller
940,Comedy|Romance
3641,Comedy
1074,Fantasy|Horror|Mystery
2666,Comedy|Fantasy
2053,Thriller
2332,Drama|Romance
5070,Documentary
2521,Drama
424,Comedy|Drama
1317,Comedy|Drama|Romance
1581,Horror|Sci-Fi
8231,Drama
1213,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
4112,Drama|Musical
6883,Thriller
2699,Drama
3282,Drama|Romance
1153,Comedy
763,Action
2284,Comedy|Drama
3063,Documentary
943,Drama|Romance
1818,Action|Adventure|Sci-Fi
6415,Drama
5101,Western
2743,Drama
1174,Adventure|Comedy|Crime|Mystery
3406,Drama
1661,Drama|War
2145,Drama|Romance
282,Comedy
5509,Drama|Thriller
2199,Comedy|Drama
1560,Drama
1914,Horror
182,Drama|Romance
755,Comedy
200,Comedy|Drama|Romance
939,Drama|Thriller
7788,Thriller
2520,Action|Thriller
2731,Comedy
1975,Drama|Thriller
231,Drama|Thriller
275,Comedy
1325,Comedy|Drama|Romance
1700,Drama
2198,Comedy
263,Comedy|Drama
1556,Action|Comedy|Romance
1561,Comedy|Romance
4685,Adventure|Children
2380,Animation|Children|Comedy|Romance
3509,Thriller
6178,Children|Drama
1320,Drama|Musical
4980,Comedy
6821,Animation|Children
7081,Crime|Drama
196,Documentary
1050,Crime|Drama|Fantasy|Romance|Thriller
2137,Comedy
734,Drama|Romance
1159,Children|Comedy
6443,Action
1582,Comedy|Romance
420,Drama|Horror
4959,Drama
2647,Comedy
937,Comedy|Sci-Fi
2457,Mystery|Thriller
4987,Adventure|Children|Comedy|Fantasy|Romance
4629,Crime|Drama|Thriller
61,Action|Adventure|Sci-Fi
202,Drama
1415,Children|Drama
4859,Drama
5117,Drama
118,Drama|Romance
22,Drama|Romance|War|Western
342,Comedy
5245,Drama
4374,Drama
3419,Drama|Romance
1322,Drama
774,Comedy|Drama
1046,Drama|Horror
3713,Comedy
5225,Comedy
1412,Comedy|Romance
189,Drama
2417,Comedy
3553,Drama
1231,Drama|Thriller
736,Comedy|Drama|Romance
250,Drama
2905,Crime|Drama
5152,Action|Crime
7280,Drama|Horror
6422,Action|Sci-Fi|Thriller
3109,Comedy|Romance
1051,Action|Crime|Thriller
949,Comedy|Romance
368,Crime|Drama
6852,Drama|Thriller
17,Action|Drama|Sci-Fi|Thriller
204,Crime|Drama|Romance|Thriller
3243,Comedy|Romance
7035,Comedy|Romance
283,Comedy|Crime|Drama
5816,Drama
1950,Comedy|Drama
864,Drama
203,Drama
3209,Drama|Romance
2492,Drama|Romance
1191,Action|Adventure|Western
1920,Comedy|Drama
3676,Comedy
207,Drama
1259,Drama
1249,Comedy|Drama
2760,Drama
6884,Comedy
2963,Horror|Thriller
2331,Comedy
3376,Animation|Children
374,Children|Drama|Fantasy|Mystery
2281,Action|Drama|Thriller
7,Action|Adventure|Sci-Fi
348,Comedy|Drama|Fantasy
234,Drama
1357,Comedy|Drama|Thriller
2359,Film-Noir|Thriller
2481,Drama
2234,Comedy|Drama
1315,Comedy|Drama
4810,Comedy
2404,Drama
2096,Action|Comedy|Musical|Sci-Fi
2841,Horror|Thriller
9,Action|Adventure|Drama|Sci-Fi
4881,Action|Crime|Horror
2522,Drama
4431,Horror|Sci-Fi
271,Comedy
49,Drama
3432,Mystery|Thriller
946,Drama|War
740,Drama
1559,Action|Sci-Fi|Thriller
208,Comedy|Romance
3293,Adventure|Drama|War
5169,Drama
1402,Comedy
4233,Children
829,Comedy
987,Comedy|Drama
3849,Drama|Musical
2523,Drama|Film-Noir
1893,Comedy
136,Action|Adventure|Thriller
1306,Drama|Mystery|Thriller
2694,Comedy|Drama|Romance
2827,Comedy
1077,Action|Crime|Fantasy|Thriller
2648,Drama
2692,Children|Comedy|Fantasy
3,Comedy|Drama|Romance|War
419,Comedy|Romance
2383,Drama
5234,Comedy|Drama|Romance
3420,Action|Comedy
1829,Comedy|Drama|Romance
12,Adventure|Children|Romance
2056,Documentary
13,Adventure|Animation|Children|Drama|Musical
1868,Drama
3598,Fantasy|Horror
256,Action|Comedy|Crime|Fantasy
260,Adventure|Comedy|Western
1490,Drama
11,Action|Comedy
2786,Comedy|Drama
1878,Comedy|Drama|Romance
2418,Thriller
2693,Children|Comedy
5537,Drama
1210,Action|Thriller
258,Action|Romance|Thriller
3060,Comedy|Romance
2904,Action|Sci-Fi|Thriller
251,Action|Adventure|Comedy|Romance|Thriller
1555,Drama
914,Drama|Horror|Romance|Thriller
2516,Western
4695,Action|Crime|Drama
5689,Drama
5243,Drama
3174,Action|Comedy
2930,Drama
4483,Drama|Romance|War
4366,Action|Comedy|Crime|Drama
4147,Crime|Drama
5294,Adventure|Animation
4661,Action|Adventure|Fantasy
6376,Comedy
8225,Drama|Fantasy|Romance
3936,Horror
8237,Documentary
5248,Drama
5068,Drama
7018,Action|Thriller
5617,Comedy
5389,Documentary
1688,Action|Sci-Fi
8246,Drama
3453,Horror|Thriller
2394,Drama
5049,Drama
19,Comedy
7455,Comedy
36,Drama
1685,Comedy
7033,Comedy
2684,Comedy|Thriller
4210,Western
1928,Comedy|Romance
2962,Drama
3187,Comedy
16,Action|Comedy|Crime|Thriller
2427,Adventure|Children
2081,Thriller
2080,Action|Thriller
2652,Drama
1769,Drama|Romance
2391,Horror|Sci-Fi|Thriller
2077,Drama|Mystery|Romance|Thriller
1401,Drama
2783,Comedy
6901,Drama
1214,Crime|Drama
1408,Adventure|Comedy|Western
4686,Comedy
760,Action|Adventure|Thriller
1558,Comedy|Sci-Fi
6096,Drama|Thriller
5151,Comedy
5129,Action|Comedy|Drama
3669,Drama
149,Comedy|Romance
387,Comedy
1583,Action|Adventure|Sci-Fi
2436,Documentary
1212,Comedy|Romance
2629,Comedy
32,Drama|Romance
8289,Comedy|Romance
1517,Drama
2799,Comedy
3661,Comedy|Drama
4388,Drama|Mystery|Romance
3576,Drama
5708,Comedy
1877,Drama|Thriller
1324,Adventure|Children|Drama
1533,Crime|Drama|Thriller
60,Thriller
4676,Drama|Western
4336,Action|Adventure|Crime|Drama|Romance|Thriller
6526,Comedy
2935,Drama|Romance
5982,Action|Adventure
5133,Crime|Drama|Thriller
1655,Action|Adventure|Crime|Thriller
2618,Action|Drama|War
6,Action|Comedy|War
2558,Comedy
859,Comedy|Romance
1820,Drama|Romance
5471,Comedy
550,Comedy|Drama|Fantasy|Romance
3601,Comedy|Drama
5241,Comedy|War
762,Action|Thriller
1218,Drama
6806,Comedy|Drama
1892,Drama|Musical
2903,Action|Crime|Thriller
8,Action|Adventure|Sci-Fi|Thriller
2066,Drama|Thriller
1360,Action|Crime
4554,Drama
4128,Adventure|Children
1965,Action|Adventure|Comedy|Fantasy
2700,Comedy
5178,Comedy|Western
1312,Drama
3802,Comedy
2431,Thriller
1924,Drama
1388,Comedy|Mystery
1651,Action|Crime|Drama
689,Action|Adventure|Thriller
48,Drama
1529,Comedy|Drama|Romance
193,Comedy|Romance
3511,Drama|Romance
5707,Comedy|Romance
25,Comedy|Drama
1447,Drama
3709,Action|Children
6584,Drama
3895,Action|Sci-Fi
2688,Comedy
2313,Drama
1532,Crime|Drama|Thriller
175,Drama
383,Drama|Romance
5536,Drama
2656,Action|Drama
3692,Horror|Sci-Fi
3443,Comedy|Mystery|Romance
1158,Comedy
735,Drama|Romance
2695,Comedy|Drama
869,Action|Drama|Mystery
2696,Comedy
5161,Crime|Sci-Fi|Thriller
1790,Comedy
2506,Crime|Thriller
2217,Action|Drama
2120,Drama
235,Drama
4132,Drama
5371,Drama
124,Drama|War
2649,Comedy
394,Drama
1414,Children|Drama
30,Comedy|Crime|Horror
3418,Action|Adventure|Fantasy|Mystery
538,Drama|Romance
1484,Drama
4332,Drama
3655,Drama
39,Drama
0,Comedy|Drama|Romance
1682,Thriller
127,Adventure|Drama|Film-Noir|Sci-Fi|Thriller
1841,Comedy
1124,Comedy|Romance|Thriller
3716,Action|Crime
4335,Drama
2703,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
4728,Action|Adventure|Thriller
3334,Action|Mystery|Thriller
384,Drama|Musical
1860,Comedy|Romance
958,Animation|Children|Fantasy|Musical
346,Action|Adventure|Comedy
1269,Action|Drama|Western
5132,Crime|Drama|Thriller
296,Action|Crime|Romance
1945,Documentary
4129,Action|Adventure|Animation|Children|Fantasy
4911,Comedy
5112,Drama|Thriller
46,Comedy|Drama
6000,Drama
8239,Comedy
5017,Action|Drama|Horror
6179,Comedy|Drama
3239,Comedy|Drama
5657,Comedy|Drama
1724,Comedy|Drama
4264,Drama|Romance
7776,Drama
4596,Drama
3736,Comedy|Drama
2379,Children|Comedy
3510,Adventure|Children
8051,Crime|Thriller
3939,Drama
2054,Documentary
4009,Comedy|Drama
1469,Comedy|Drama
7464,Drama|Romance
1734,Comedy
5,Children|Comedy
20,Comedy|Drama|Fantasy|Romance|Thriller
15,Adventure|Animation|Children|Comedy|Musical
1,Action|Sci-Fi
18,Adventure|Drama|Western
6193,Action|Drama|Thriller
23,Action|Crime|Sci-Fi|Thriller
164,Crime|Horror|Thriller
14,Animation|Children|Drama|Fantasy|Musical
27,Animation|Children|Fantasy|Musical|Romance
1895,Animation|Children|Fantasy|Musical
249,Comedy|Romance
5998,Comedy|Fantasy
72,Adventure|Western
5251,Thriller
5156,Drama
391,Documentary
1087,Comedy
2401,Drama|Romance
2067,Fantasy|Horror
40,Comedy|Crime|Drama|Thriller
3267,Adventure|Children
1065,Action|Adventure|Animation|Horror|Sci-Fi
2393,Action|Horror|Sci-Fi
3112,Comedy
1341,Drama|Romance
6317,Drama|Thriller
494,Comedy|Drama
10,Animation|Children
3402,Comedy|Drama
3397,Comedy|Romance
3265,Comedy
7329,Drama
2293,Drama
6416,Romance
6168,Action|Drama|Thriller
8041,Drama
4241,Comedy
1959,Drama|Thriller
1195,Crime|Drama|Thriller
8286,Drama
3862,Drama|Romance
1206,Animation|Children|Musical
3177,Drama|War
3400,Comedy
2921,Comedy
2505,Comedy|Drama
7260,Drama
831,Comedy
2759,Romance
4267,Comedy|Drama
2136,Drama|Thriller
8537,Adventure|Children|Comedy
2953,Drama
2206,Drama|War
240,Action|Adventure|Mystery|Thriller
1951,Comedy|Drama
2622,Drama
6150,Comedy
4248,Horror|Mystery|Thriller
1001,Action|Adventure|Fantasy
6956,Drama|Romance
7494,Comedy
2686,Comedy
5071,Comedy|Drama
7110,Drama|Musical
3788,Crime|Drama|Thriller
3401,Drama
2170,Animation|Children|Fantasy|Musical
1410,Thriller
750,Comedy
3398,Comedy
1180,Comedy|Drama|War
5201,Drama|Romance|War
2589,Action
1421,Drama
2346,Drama
1098,Comedy|Sci-Fi
7158,Drama
683,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
1979,Adventure|Sci-Fi
7151,Drama
223,Drama|Thriller
4375,Drama
615,Drama|Mystery|Romance|Sci-Fi|Thriller
1287,Crime
6267,Documentary|Drama
5075,Documentary
3775,Drama
6696,Drama|Romance
2691,Action|Adventure|Comedy|War
5508,Drama|Romance
2689,Comedy|Romance
3091,Action|Sci-Fi|Thriller
8024,Drama
694,Action|Crime|Drama
397,Mystery|Thriller
5067,Drama|Thriller
5072,Drama|Romance
7865,Drama
5244,Drama
2698,Comedy
2464,Drama
2347,Drama
2590,Drama
1370,Action|Adventure
3735,Comedy
3739,Drama
1272,Crime|Drama|Thriller
201,Comedy|Romance
2378,Adventure|Animation|Children|Comedy|Musical
1165,Comedy
2923,Adventure|Children
5153,Crime|Drama|Romance|Thriller
4095,Drama
329,Drama|Mystery|Western
2707,Drama|Romance
3742,Crime
3578,Comedy
2027,Comedy|Fantasy
2839,Comedy
205,Adventure|Animation|Comedy
4157,Documentary
6851,Drama
1365,Comedy|Drama|Fantasy|Horror|Thriller
3113,Comedy
3328,Drama
6854,Documentary
457,Comedy
5103,Drama
5159,Drama
2708,Crime|Thriller
5002,Crime
212,Action|Adventure|Thriller
6853,Comedy
1817,Comedy|Horror
261,Action|Adventure|Romance|Thriller
2601,Action|Sci-Fi
5074,Drama
403,Animation|Sci-Fi
3329,Horror|Thriller
3188,Comedy
6710,Drama
209,Animation|Children|Comedy
4044,Film-Noir
2701,Comedy
686,Action|Sci-Fi|Thriller
5069,Drama
455,Comedy|War
3212,Comedy|Horror
5073,Comedy|Documentary|Romance
529,Comedy|Drama
4659,Adventure|Children
4897,Children|Drama
5102,Documentary
4150,Drama
7080,Drama
3861,Documentary
3033,Drama|War
832,Action|Adventure
1563,Comedy|Crime
3279,Comedy|Drama
3456,Drama|Romance
356,Comedy|Drama
874,Drama
1772,Comedy|Drama
6419,Drama
5042,Documentary
7800,Drama
4553,Comedy|Drama
4781,Comedy
8026,Drama
8509,Drama
3636,Horror|Mystery
2937,Comedy|Drama
936,Comedy|Crime|Drama
4513,Drama|Romance
219,Action|Adventure|Sci-Fi|War
1813,Drama
3260,Drama|Thriller
241,Animation|Children|Musical
1143,Comedy|Thriller
1123,Comedy
216,Action|Drama|Thriller
3564,Documentary
1207,Comedy|Fantasy|Romance|Sci-Fi
3253,Drama
4015,Drama
3988,Documentary
5236,Fantasy
5158,Drama
4804,Comedy|Drama
4094,Drama
5388,Drama
4389,Comedy
2922,Action|Adventure|Drama|Thriller
1400,Comedy|Horror|Thriller
1313,Drama
1773,Children|Comedy
162,Drama|Romance
379,Comedy|Drama|Romance
2484,Comedy|Romance
210,Drama|Thriller
5157,Crime|Drama
3396,Comedy|Romance
3092,Adventure|Children
2733,Action|Adventure
3421,Children|Comedy|Fantasy
3254,Comedy
6850,Drama
8030,Action|Mystery|Thriller
4030,Drama
1366,Comedy
5160,Comedy|Drama
5888,Drama
5150,Romance
4008,Drama
3256,Drama
2954,Drama
3826,Comedy|Romance
3278,Drama
2354,Adventure|Children
2992,Comedy|Fantasy|Musical
340,Comedy
3906,Drama
317,Action|Crime|Drama|Thriller
2719,Comedy
3507,Comedy
3731,Drama
2207,Action|Adventure|Thriller
944,Children|Comedy|Fantasy
206,Comedy|Drama|Romance
698,Action|Thriller
3259,Children|Comedy
3517,Horror
4670,Comedy|Horror
3255,Drama
3283,Drama
3271,Drama
3263,Drama
5611,Comedy|Drama
245,Drama
2483,Action|Adventure|Sci-Fi|Thriller
2530,Crime|Drama
3459,Drama
233,Comedy|Drama|Romance
3284,Drama
4390,Drama
3275,Drama
3272,Comedy
4011,Drama
58,Crime|Drama
3252,Documentary
3338,Comedy
2289,Action|Comedy|Crime|Thriller
3003,Drama
1522,Comedy|Drama
3270,Drama
395,Crime|Drama|Romance|Thriller
3281,Comedy|Crime
2435,Comedy
2623,Crime
3273,Comedy
3984,Comedy
3506,Drama
3269,Drama
3268,Crime|Drama
3276,Drama
3730,Action|Comedy|Crime|Thriller
2687,Drama
3261,Drama
2636,Horror|Thriller
2528,Sci-Fi|Thriller
3207,Children|Comedy
3258,Drama|Thriller
3280,Drama
4708,Children|Drama|Fantasy
1771,Action
3394,Drama
4130,Adventure|Animation|Children|Drama|Musical
3266,Drama|Romance
7638,Thriller
2732,Horror|Thriller
1302,Comedy|Drama|Romance
3686,Drama
4002,Drama
3046,Drama
1347,Adventure|Drama|Romance|War
539,Comedy|Romance
70,Comedy|Musical|Romance
462,Musical|Romance
2632,Comedy|Musical
629,Drama|Romance
63,Drama|Mystery|Romance|Thriller
80,Mystery|Thriller
459,Comedy|Romance
524,Drama|Thriller
3233,Comedy|Musical|Romance
69,Adventure|Mystery|Thriller
498,Comedy|Drama|Romance
331,Comedy|Crime
528,Comedy|Crime|Mystery|Romance|Thriller
81,Drama|Romance
77,Film-Noir|Mystery
519,Comedy|Drama|Musical|Romance
165,Comedy|Romance
1403,Comedy|Romance
1718,Children|Drama
484,Musical
34,Adventure|Children|Fantasy|Musical
28,Drama|Romance|War
748,Comedy
426,Drama|Film-Noir|Romance
38,Drama|Mystery
151,Adventure|Sci-Fi
5256,Adventure|Romance
35,Drama
714,Comedy
549,Drama|Mystery|Romance|Thriller
2191,Drama|Film-Noir|Mystery|Thriller
76,Film-Noir|Romance|Thriller
617,Mystery|Romance|Thriller
332,Romance
620,Crime|Mystery|Romance|Thriller
1692,Comedy
2241,Comedy|Musical
1338,Comedy|Romance
2488,Comedy|Romance
1762,Musical
3229,Comedy|Drama
595,Action|Adventure|Romance
3634,Adventure
520,Crime|Film-Noir|Mystery
891,Drama|Fantasy|Romance
880,Drama
450,Comedy|Musical|Romance
2194,Comedy|Drama|War
656,Comedy
1337,Drama
467,Drama
1499,Comedy|Mystery
1465,Comedy|Romance
3390,Adventure|Comedy
184,Drama|Fantasy|Romance
259,Drama
392,Comedy
2990,Drama|Romance
2428,Drama
3980,Comedy|Mystery
3698,Drama
4257,Crime|Drama
3981,Drama
6048,Crime|Drama
4448,Musical
3910,Romance|Western
470,Drama|Mystery|Thriller
4703,War
5919,Western
795,Horror|Sci-Fi|Thriller
517,Adventure|Comedy|Romance|War
4817,Adventure|Comedy|Crime|Drama|Romance
1056,Drama
1725,Comedy|Drama
5542,Drama|Romance
5973,Comedy|Musical
3823,Romance|War
5238,Drama|War
3274,Action
5548,Drama
2209,Drama
3257,Romance
3423,Comedy|Drama
2574,Documentary
1888,Adventure|Children
3839,Drama|Romance
3929,Comedy|Drama
4001,Drama
4662,Action|Adventure|Thriller
1935,Drama
5237,Thriller
3949,Drama
1307,Comedy|Drama
2409,Action|Crime|Drama|Thriller
4027,Drama|Thriller
2852,Action|Crime
2642,Crime|Film-Noir
3285,Crime
7509,Comedy
3404,Comedy
2405,Drama|Thriller
687,Action|Thriller
4225,Children|Comedy
1925,Drama
2085,Children|Comedy|Western
2538,Adventure|Western
3599,Adventure|Children|Fantasy
1697,Children|Comedy
4315,Adventure|Children|Comedy
721,Children|Drama
2211,Children|Comedy|Romance
1696,Children|Comedy|Drama
1763,Adventure|Children|Drama
4265,Children|Comedy
2238,Adventure|Children
1698,Children|Comedy|Mystery
1233,Adventure|Children|Fantasy|Sci-Fi
2697,Comedy
347,Children|Comedy
177,Animation|Children|Fantasy|Musical|Romance
229,Animation|Children|Musical
2785,Animation|Children|Musical
2480,Animation|Children|Fantasy|Musical
2357,Children|Drama
247,Adventure|Drama
135,Children|Comedy|Fantasy|Musical
242,Animation|Children|Drama|Musical
2650,Adventure|Animation|Children|Musical
1728,Adventure|Children|Musical
1092,Adventure|Animation|Children|Musical
188,Animation|Children|Drama
385,Comedy|Crime|Drama|Thriller
222,Musical|Romance
295,Action|Crime|Thriller
2271,Action|Horror|Sci-Fi|Thriller
3770,Drama
3264,Documentary
2416,Drama
126,Drama
252,Comedy|Drama
3740,Drama|Romance
3985,Drama
3994,Comedy|Drama
47,Drama|Romance
324,Action|Drama|Thriller
2567,Action|Adventure
1526,Documentary|Drama
2658,Drama
3989,Drama
875,Crime|Drama|Romance
703,Drama
4014,Thriller
2338,Drama
471,Comedy|Musical|Romance
4028,Drama
1211,Drama|Romance
981,Comedy|Drama
693,Thriller
3997,Drama
4029,Drama
4318,Animation|Children|Comedy
482,Comedy|Musical|Romance
5016,Comedy|Musical|Romance
3817,Crime|Film-Noir
2244,Film-Noir|Thriller
5100,Adventure
5154,Romance|War
720,Children|Comedy|Fantasy|Musical
3741,Comedy|Romance
4826,Drama|Horror|Thriller
503,Comedy|Sci-Fi
974,Comedy|War
186,Comedy|Crime
187,Adventure|Comedy
468,Comedy|Musical|Romance
1730,Drama
1405,Comedy|Musical
896,Crime|Drama
1279,Adventure|Drama
497,Mystery|Thriller
4056,Musical
421,Drama|Musical|Romance
285,Crime|Drama|Thriller
918,Drama|War
1462,Comedy
446,Mystery|Thriller
800,Drama|Musical
364,Drama|Romance|War
386,Drama
41,Drama
842,Children|Drama|Sci-Fi
4017,Comedy
1922,Drama
2294,Action|Drama|Romance
1252,Action|Romance
6318,Action
700,Drama
33,Drama
1368,Horror
6342,Documentary
7578,Comedy
5246,Drama
5628,Action
2215,Documentary
4060,Action|Comedy|Drama
3054,Comedy
3480,Crime|Drama
4010,Comedy|Drama
3991,Drama
2637,Drama
5250,Adventure|Western
4005,Drama
1020,Comedy|Drama
1120,Drama
8417,Documentary
5551,Documentary
2087,Drama
438,Comedy|Crime
1079,Comedy|Fantasy
1565,Action|Adventure|Sci-Fi|Thriller
4549,Horror
1196,Action|Adventure|Sci-Fi|Thriller
2982,Horror|Mystery
120,Drama
133,Drama
3983,Comedy|Drama
3996,Action|Drama
2603,Comedy
185,Comedy
4019,Romance
4782,Drama
5618,Drama
5249,Drama
4018,Drama
4024,Comedy
3995,Documentary
3990,Documentary
4006,Comedy|Drama
328,Documentary
192,Animation|Children|Comedy|Crime
2541,Documentary|Drama
532,Drama
3999,Animation|Comedy|Thriller
540,Crime|Film-Noir|Thriller
4467,Film-Noir
7540,Film-Noir
8603,Drama
8615,Drama
7224,Drama
5247,Comedy
5173,Comedy
2348,Drama|War
3191,Comedy|Drama
2792,Drama
5252,Drama
3986,Drama|Thriller
4016,Comedy
1921,Comedy
4025,Action|Adventure|Horror
3888,Documentary
7937,Action
1012,Comedy
123,Comedy|Drama|Romance
1234,Drama
4597,Comedy
964,Comedy|Drama|Romance
1437,Drama|Fantasy|Romance
1332,Drama|Romance
551,Drama|War
742,Crime|Drama|Film-Noir
2537,Comedy
5720,Western
50,Drama|Romance|War
2124,Comedy|Drama|War
994,Drama
897,Drama
855,Drama
198,Comedy|Romance
773,Documentary
2540,Crime|Drama|Romance
1834,Documentary|Musical
183,Documentary
57,Comedy|Drama
1094,Comedy
54,Action|Adventure|Sci-Fi
51,Action|Adventure|Comedy|Fantasy|Romance
150,Action|Adventure
29,Comedy|Fantasy|Romance|Sci-Fi
104,Action|Horror|Sci-Fi|Thriller
633,Action|Adventure|Western
764,Comedy
619,Drama
287,Adventure|Drama|War
594,Crime|Drama|Sci-Fi|Thriller
262,Drama
130,Action|Drama|War
665,Action|Drama|Western
155,Action|Adventure|Sci-Fi
554,Comedy|Drama|Fantasy|Romance
78,Film-Noir|Mystery|Thriller
291,Crime|Drama
171,Action|Horror|Sci-Fi|Thriller
95,Action|Adventure|Comedy|Fantasy|Horror
1260,Adventure|Drama|Romance
653,Drama|War
757,Action|Crime|Drama|Thriller
82,Horror|Thriller
412,Action|Adventure|Comedy|Musical
280,Crime|Drama
614,Drama|War
1040,Adventure|Animation|Children|Comedy|Sci-Fi
197,Drama|War
42,Drama
2210,Comedy|Romance
625,Crime|Drama|Thriller
568,Drama
31,Comedy|Romance
255,Drama
624,Drama|Mystery|Sci-Fi
121,Action|Drama|War
491,Comedy|Crime
45,Comedy|Drama|Romance
954,Comedy|Drama|Romance
910,Drama|Fantasy
947,Comedy
157,Action|Sci-Fi|Thriller
1637,Comedy|Fantasy|Horror
246,Action|Drama|War
768,Comedy|Drama
371,Comedy|Drama|Romance
853,Crime|Drama|Film-Noir|Thriller
194,Drama
228,Comedy|Drama|Romance
71,Crime|Film-Noir|Thriller
161,Action|Crime|Romance|Thriller
565,Adventure|Drama|War
711,Drama|Fantasy
68,Crime|Film-Noir|Mystery|Thriller
580,Drama|Sci-Fi|Thriller
632,Action|Adventure|Drama|Western
1030,Comedy|Horror|Sci-Fi
476,Comedy|Musical
1084,Comedy|Romance
244,Horror|Thriller
180,Adventure|Comedy|Drama
636,Crime|Film-Noir|Thriller
1133,Action|Comedy|Fantasy|Horror
284,Action|Adventure|Drama|War
664,Drama|War
537,Action|Drama|Mystery|Romance|Thriller
226,Comedy|Fantasy|Romance
427,Drama|Western
948,Crime|Thriller|War
1449,Comedy|Drama
681,Comedy|Mystery|Thriller
